"Year","Phrase","Frequency","Corpus"
1990,"права",0.000144095887662843,"rus_2019"
1991,"права",0.000148210491585944,"rus_2019"
1992,"права",0.00015625987725798,"rus_2019"
1993,"права",0.000161506403985965,"rus_2019"
1994,"права",0.000169499057977061,"rus_2019"
1995,"права",0.000178926071384922,"rus_2019"
1996,"права",0.000188460037212021,"rus_2019"
1997,"права",0.000188549801740529,"rus_2019"
1998,"права",0.000194370239374361,"rus_2019"
1999,"права",0.000201371562850129,"rus_2019"
2000,"права",0.000204785136572484,"rus_2019"
2001,"права",0.000208508632827683,"rus_2019"
2002,"права",0.000208169446393315,"rus_2019"
2003,"права",0.000207281155910875,"rus_2019"
2004,"права",0.000213230608746276,"rus_2019"
2005,"права",0.000215673035459726,"rus_2019"
2006,"права",0.000217625511660507,"rus_2019"
2007,"права",0.000220025879181256,"rus_2019"
2008,"права",0.000215795818283888,"rus_2019"
2009,"права",0.000204790389813882,"rus_2019"
2010,"права",0.000215021789439821,"rus_2019"
2011,"права",0.000231416650681889,"rus_2019"
2012,"права",0.00024603189168764,"rus_2019"
2013,"права",0.000242696341177049,"rus_2019"
2014,"права",0.00023100791440811,"rus_2019"
2015,"права",0.000226708324459781,"rus_2019"
2016,"права",0.000233480661076361,"rus_2019"
2017,"права",0.000224850965120519,"rus_2019"
2018,"права",0.000203686358872801,"rus_2019"
2019,"права",0.000174589760717936,"rus_2019"
1800,"свобода",5.41573890586733e-05,"rus_2019"
1801,"свобода",5.78700441110414e-05,"rus_2019"
1802,"свобода",6.03058815613622e-05,"rus_2019"
1803,"свобода",6.26138982105268e-05,"rus_2019"
1804,"свобода",5.47002626782549e-05,"rus_2019"
1805,"свобода",5.24026623419819e-05,"rus_2019"
1806,"свобода",5.67185036613539e-05,"rus_2019"
1807,"свобода",5.08630066958306e-05,"rus_2019"
1808,"свобода",4.12206073373714e-05,"rus_2019"
1809,"свобода",3.26575290533323e-05,"rus_2019"
1810,"свобода",2.26123241710801e-05,"rus_2019"
1811,"свобода",1.96576919993926e-05,"rus_2019"
1812,"свобода",1.56281193345161e-05,"rus_2019"
1813,"свобода",1.18100338113436e-05,"rus_2019"
1814,"свобода",1.35467634468763e-05,"rus_2019"
1815,"свобода",1.8861569774994e-05,"rus_2019"
1816,"свобода",2.26383303275465e-05,"rus_2019"
1817,"свобода",2.70437013958664e-05,"rus_2019"
1818,"свобода",2.92633119118234e-05,"rus_2019"
1819,"свобода",3.04757411088628e-05,"rus_2019"
1820,"свобода",3.49814035871532e-05,"rus_2019"
1821,"свобода",3.6848803574685e-05,"rus_2019"
1822,"свобода",3.2854647023279e-05,"rus_2019"
1823,"свобода",2.96390411936695e-05,"rus_2019"
1824,"свобода",2.74089799339501e-05,"rus_2019"
1825,"свобода",2.59325610646296e-05,"rus_2019"
1826,"свобода",2.40958922534316e-05,"rus_2019"
1827,"свобода",1.91731921534353e-05,"rus_2019"
1828,"свобода",1.7988693798543e-05,"rus_2019"
1829,"свобода",1.83417800404381e-05,"rus_2019"
1830,"свобода",1.86312758419912e-05,"rus_2019"
1831,"свобода",1.8779225164118e-05,"rus_2019"
1832,"свобода",1.80402396706216e-05,"rus_2019"
1833,"свобода",1.81523209903389e-05,"rus_2019"
1834,"свобода",1.86719293456658e-05,"rus_2019"
1835,"свобода",1.73416540617057e-05,"rus_2019"
1836,"свобода",1.81306025167162e-05,"rus_2019"
1837,"свобода",1.77077771305838e-05,"rus_2019"
1838,"свобода",1.65175110201484e-05,"rus_2019"
1839,"свобода",1.80884232707155e-05,"rus_2019"
1840,"свобода",1.75083749646936e-05,"rus_2019"
1841,"свобода",1.69892153800382e-05,"rus_2019"
1842,"свобода",1.74717745591936e-05,"rus_2019"
1843,"свобода",1.71739002325921e-05,"rus_2019"
1844,"свобода",1.83530182766845e-05,"rus_2019"
1845,"свобода",1.86546191928625e-05,"rus_2019"
1846,"свобода",1.76438882460518e-05,"rus_2019"
1847,"свобода",1.72280994904993e-05,"rus_2019"
1848,"свобода",1.64881103046355e-05,"rus_2019"
1849,"свобода",1.51604881466483e-05,"rus_2019"
1850,"свобода",1.36599271302527e-05,"rus_2019"
1851,"свобода",1.16332520130007e-05,"rus_2019"
1852,"свобода",1.09114709110664e-05,"rus_2019"
1853,"свобода",1.09009383127808e-05,"rus_2019"
1854,"свобода",1.34158960593465e-05,"rus_2019"
1855,"свобода",2.04395654301542e-05,"rus_2019"
1856,"свобода",2.68629388041778e-05,"rus_2019"
1857,"свобода",3.32840831366151e-05,"rus_2019"
1858,"свобода",3.96339347779368e-05,"rus_2019"
1859,"свобода",4.65987343756881e-05,"rus_2019"
1860,"свобода",5.12673507598395e-05,"rus_2019"
1861,"свобода",5.27377456559667e-05,"rus_2019"
1862,"свобода",5.08411420534165e-05,"rus_2019"
1863,"свобода",5.4166600291085e-05,"rus_2019"
1864,"свобода",5.17702012855027e-05,"rus_2019"
1865,"свобода",5.23089282588834e-05,"rus_2019"
1866,"свобода",5.35961906799847e-05,"rus_2019"
1867,"свобода",5.72864415257105e-05,"rus_2019"
1868,"свобода",5.89663037057367e-05,"rus_2019"
1869,"свобода",6.2766391887895e-05,"rus_2019"
1870,"свобода",5.72625509188843e-05,"rus_2019"
1871,"свобода",6.10930614389612e-05,"rus_2019"
1872,"свобода",5.87297747967698e-05,"rus_2019"
1873,"свобода",5.41442262017102e-05,"rus_2019"
1874,"свобода",5.2743075294919e-05,"rus_2019"
1875,"свобода",5.2068450583777e-05,"rus_2019"
1876,"свобода",4.68636623866457e-05,"rus_2019"
1877,"свобода",4.80978311056138e-05,"rus_2019"
1878,"свобода",4.73726156217578e-05,"rus_2019"
1879,"свобода",5.19674031238537e-05,"rus_2019"
1880,"свобода",5.54227673481884e-05,"rus_2019"
1881,"свобода",5.18866623419204e-05,"rus_2019"
1882,"свобода",5.12131773575675e-05,"rus_2019"
1883,"свобода",5.38769210314578e-05,"rus_2019"
1884,"свобода",5.27731104479504e-05,"rus_2019"
1885,"свобода",5.01398182158092e-05,"rus_2019"
1886,"свобода",4.61802457201494e-05,"rus_2019"
1887,"свобода",4.43417146535856e-05,"rus_2019"
1888,"свобода",4.54453282665262e-05,"rus_2019"
1889,"свобода",4.70510141375209e-05,"rus_2019"
1890,"свобода",4.52712837224161e-05,"rus_2019"
1891,"свобода",4.61155099661222e-05,"rus_2019"
1892,"свобода",4.719425123767e-05,"rus_2019"
1893,"свобода",4.7885778518061e-05,"rus_2019"
1894,"свобода",4.92880145819592e-05,"rus_2019"
1895,"свобода",4.96891402040741e-05,"rus_2019"
1896,"свобода",5.37017019399043e-05,"rus_2019"
1897,"свобода",5.58482643100433e-05,"rus_2019"
1898,"свобода",5.8011658048989e-05,"rus_2019"
1899,"свобода",5.83707982774026e-05,"rus_2019"
1900,"свобода",5.9591110974517e-05,"rus_2019"
1901,"свобода",5.94767594260962e-05,"rus_2019"
1902,"свобода",6.51303390830955e-05,"rus_2019"
1903,"свобода",6.85578899200274e-05,"rus_2019"
1904,"свобода",7.10294251413351e-05,"rus_2019"
1905,"свобода",7.06920311910965e-05,"rus_2019"
1906,"свобода",7.09847933779072e-05,"rus_2019"
1907,"свобода",6.88837899360806e-05,"rus_2019"
1908,"свобода",6.76919792437859e-05,"rus_2019"
1909,"свобода",6.02874118028142e-05,"rus_2019"
1910,"свобода",5.30527073091694e-05,"rus_2019"
1911,"свобода",4.76846133616553e-05,"rus_2019"
1912,"свобода",4.38658197318936e-05,"rus_2019"
1913,"свобода",4.138331496506e-05,"rus_2019"
1914,"свобода",4.33725825652281e-05,"rus_2019"
1915,"свобода",4.41498549272572e-05,"rus_2019"
1916,"свобода",4.54625114798546e-05,"rus_2019"
1917,"свобода",4.51996103428038e-05,"rus_2019"
1918,"свобода",4.59318990968833e-05,"rus_2019"
1919,"свобода",4.72203927139552e-05,"rus_2019"
1920,"свобода",4.76346244145783e-05,"rus_2019"
1921,"свобода",4.35632589090216e-05,"rus_2019"
1922,"свобода",4.05157422522149e-05,"rus_2019"
1923,"свобода",3.75064495788787e-05,"rus_2019"
1924,"свобода",3.36246014610099e-05,"rus_2019"
1925,"свобода",3.02333241311966e-05,"rus_2019"
1926,"свобода",2.66510734426057e-05,"rus_2019"
1927,"свобода",2.37165973625711e-05,"rus_2019"
1928,"свобода",2.22587605094304e-05,"rus_2019"
1929,"свобода",1.97922916933229e-05,"rus_2019"
1930,"свобода",1.85485083160789e-05,"rus_2019"
1931,"свобода",1.77250832556248e-05,"rus_2019"
1932,"свобода",1.6954409277657e-05,"rus_2019"
1933,"свобода",1.67220115534812e-05,"rus_2019"
1934,"свобода",1.66747212071121e-05,"rus_2019"
1935,"свобода",1.61019544456004e-05,"rus_2019"
1936,"свобода",1.61518789484814e-05,"rus_2019"
1937,"свобода",1.5796577697204e-05,"rus_2019"
1938,"свобода",1.56578051766181e-05,"rus_2019"
1939,"свобода",1.62497494134836e-05,"rus_2019"
1940,"свобода",1.68210544870817e-05,"rus_2019"
1941,"свобода",1.6769194839331e-05,"rus_2019"
1942,"свобода",1.69216077015985e-05,"rus_2019"
1943,"свобода",1.70606587874188e-05,"rus_2019"
1944,"свобода",1.79375781174583e-05,"rus_2019"
1945,"свобода",1.82945074941797e-05,"rus_2019"
1946,"свобода",1.76731038144291e-05,"rus_2019"
1947,"свобода",1.72355604653213e-05,"rus_2019"
1948,"свобода",1.71060271116273e-05,"rus_2019"
1949,"свобода",1.70694235878597e-05,"rus_2019"
1950,"свобода",1.6624982501006e-05,"rus_2019"
1951,"свобода",1.56587714497748e-05,"rus_2019"
1952,"свобода",1.60232498923766e-05,"rus_2019"
1953,"свобода",1.62663521093366e-05,"rus_2019"
1954,"свобода",1.60085282914224e-05,"rus_2019"
1955,"свобода",1.57452173620446e-05,"rus_2019"
1956,"свобода",1.53214690986455e-05,"rus_2019"
1957,"свобода",1.53931783383346e-05,"rus_2019"
1958,"свобода",1.55315210577101e-05,"rus_2019"
1959,"свобода",1.43114873156134e-05,"rus_2019"
1960,"свобода",1.4009000421668e-05,"rus_2019"
1961,"свобода",1.35454643636227e-05,"rus_2019"
1962,"свобода",1.34118287990402e-05,"rus_2019"
1963,"свобода",1.34933299185442e-05,"rus_2019"
1964,"свобода",1.33217254187912e-05,"rus_2019"
1965,"свобода",1.32732811835012e-05,"rus_2019"
1966,"свобода",1.3362009537689e-05,"rus_2019"
1967,"свобода",1.32883913985487e-05,"rus_2019"
1968,"свобода",1.34675417159867e-05,"rus_2019"
1969,"свобода",1.32928810541801e-05,"rus_2019"
1970,"свобода",1.31219513994958e-05,"rus_2019"
1971,"свобода",1.30283771276091e-05,"rus_2019"
1972,"свобода",1.29506618447652e-05,"rus_2019"
1973,"свобода",1.27561480829692e-05,"rus_2019"
1974,"свобода",1.27630931144397e-05,"rus_2019"
1975,"свобода",1.28512192532071e-05,"rus_2019"
1976,"свобода",1.27803173849575e-05,"rus_2019"
1977,"свобода",1.27833855003701e-05,"rus_2019"
1978,"свобода",1.27806444132667e-05,"rus_2019"
1979,"свобода",1.26822847700428e-05,"rus_2019"
1980,"свобода",1.28252262844139e-05,"rus_2019"
1981,"свобода",1.26616484651874e-05,"rus_2019"
1982,"свобода",1.25233838324285e-05,"rus_2019"
1983,"свобода",1.25934003725498e-05,"rus_2019"
1984,"свобода",1.2643750648879e-05,"rus_2019"
1985,"свобода",1.30587769880159e-05,"rus_2019"
1986,"свобода",1.40991115975859e-05,"rus_2019"
1987,"свобода",1.55298743525886e-05,"rus_2019"
1988,"свобода",1.75631347311927e-05,"rus_2019"
1989,"свобода",1.96003359503395e-05,"rus_2019"
1990,"свобода",2.18037491452248e-05,"rus_2019"
1991,"свобода",2.38956119054429e-05,"rus_2019"
1992,"свобода",2.57853979357086e-05,"rus_2019"
1993,"свобода",2.69707221117902e-05,"rus_2019"
1994,"свобода",2.76675624003734e-05,"rus_2019"
1995,"свобода",2.78448699516178e-05,"rus_2019"
1996,"свобода",2.80473855777278e-05,"rus_2019"
1997,"свобода",2.74348442742069e-05,"rus_2019"
1998,"свобода",2.74221596815291e-05,"rus_2019"
1999,"свобода",2.7282086323664e-05,"rus_2019"
2000,"свобода",2.72372607079368e-05,"rus_2019"
2001,"свобода",2.69203875567265e-05,"rus_2019"
2002,"свобода",2.66430909375361e-05,"rus_2019"
2003,"свобода",2.62160532916563e-05,"rus_2019"
2004,"свобода",2.6316219840997e-05,"rus_2019"
2005,"свобода",2.58165146078682e-05,"rus_2019"
2006,"свобода",2.50039068175413e-05,"rus_2019"
2007,"свобода",2.40860977750604e-05,"rus_2019"
2008,"свобода",2.25433540046132e-05,"rus_2019"
2009,"свобода",2.07898441918327e-05,"rus_2019"
2010,"свобода",2.01690568896343e-05,"rus_2019"
2011,"свобода",1.93881138069888e-05,"rus_2019"
2012,"свобода",1.86560729551794e-05,"rus_2019"
2013,"свобода",1.79904486036061e-05,"rus_2019"
2014,"свобода",1.75030698820982e-05,"rus_2019"
2015,"свобода",1.77967848295728e-05,"rus_2019"
2016,"свобода",1.82713639722871e-05,"rus_2019"
2017,"свобода",1.78251220859238e-05,"rus_2019"
2018,"свобода",1.7548436881043e-05,"rus_2019"
2019,"свобода",1.71504780155374e-05,"rus_2019"
1800,"diritti umani",4.80386370682595e-08,"ita_2019"
1801,"diritti umani",3.9628127712632e-08,"ita_2019"
1802,"diritti umani",9.59705486192064e-08,"ita_2019"
1803,"diritti umani",9.17964318526897e-08,"ita_2019"
1804,"diritti umani",7.40956117414474e-08,"ita_2019"
1805,"diritti umani",7.21333655029355e-08,"ita_2019"
1806,"diritti umani",7.02049058252742e-08,"ita_2019"
1807,"diritti umani",7.04088260076016e-08,"ita_2019"
1808,"diritti umani",6.95536702518698e-08,"ita_2019"
1809,"diritti umani",2.33894326129302e-08,"ita_2019"
1810,"diritti umani",1.50596395036879e-08,"ita_2019"
1811,"diritti umani",7.50854216897372e-08,"ita_2019"
1812,"diritti umani",7.37933908264868e-08,"ita_2019"
1813,"diritti umani",7.6119744031798e-08,"ita_2019"
1814,"diritti umani",7.62556933153746e-08,"ita_2019"
1815,"diritti umani",8.06054156754499e-08,"ita_2019"
1816,"diritti umani",7.61635389677297e-08,"ita_2019"
1817,"diritti umani",8.33417316111909e-08,"ita_2019"
1818,"diritti umani",2.45274075335747e-08,"ita_2019"
1819,"diritti umani",3.08039086302106e-08,"ita_2019"
1820,"diritti umani",3.51737020462143e-08,"ita_2019"
1821,"diritti umani",3.36292971882455e-08,"ita_2019"
1822,"diritti umani",5.67726434752558e-08,"ita_2019"
1823,"diritti umani",6.91561700603773e-08,"ita_2019"
1824,"diritti umani",6.37081727055439e-08,"ita_2019"
1825,"diritti umani",6.29877765183957e-08,"ita_2019"
1826,"diritti umani",5.77283195849329e-08,"ita_2019"
1827,"diritti umani",5.4781008618221e-08,"ita_2019"
1828,"diritti umani",6.11268754343744e-08,"ita_2019"
1829,"diritti umani",5.05090840898146e-08,"ita_2019"
1830,"diritti umani",6.5013897440228e-08,"ita_2019"
1831,"diritti umani",8.27855606923476e-08,"ita_2019"
1832,"diritti umani",9.11036672768262e-08,"ita_2019"
1833,"diritti umani",1.44970884820493e-07,"ita_2019"
1834,"diritti umani",1.52421975993125e-07,"ita_2019"
1835,"diritti umani",1.60286038156495e-07,"ita_2019"
1836,"diritti umani",1.53247747951874e-07,"ita_2019"
1837,"diritti umani",1.37760154521922e-07,"ita_2019"
1838,"diritti umani",1.74461308891491e-07,"ita_2019"
1839,"diritti umani",2.1298812060065e-07,"ita_2019"
1840,"diritti umani",1.85150497600262e-07,"ita_2019"
1841,"diritti umani",2.19257660408597e-07,"ita_2019"
1842,"diritti umani",2.39552811365229e-07,"ita_2019"
1843,"diritti umani",2.57229896557679e-07,"ita_2019"
1844,"diritti umani",2.51042537107488e-07,"ita_2019"
1845,"diritti umani",2.91881667026571e-07,"ita_2019"
1846,"diritti umani",2.63031707398958e-07,"ita_2019"
1847,"diritti umani",2.51506793550301e-07,"ita_2019"
1848,"diritti umani",2.39646982639182e-07,"ita_2019"
1849,"diritti umani",2.19250263658718e-07,"ita_2019"
1850,"diritti umani",2.20959013371872e-07,"ita_2019"
1851,"diritti umani",2.23446871164664e-07,"ita_2019"
1852,"diritti umani",1.406954390453e-07,"ita_2019"
1853,"diritti umani",1.50531845528284e-07,"ita_2019"
1854,"diritti umani",1.53455806030576e-07,"ita_2019"
1855,"diritti umani",1.23270580283068e-07,"ita_2019"
1856,"diritti umani",1.24995541536269e-07,"ita_2019"
1857,"diritti umani",1.12927752736271e-07,"ita_2019"
1858,"diritti umani",1.32430854599923e-07,"ita_2019"
1859,"diritti umani",1.41782795789628e-07,"ita_2019"
1860,"diritti umani",1.26990444065151e-07,"ita_2019"
1861,"diritti umani",1.2875573267885e-07,"ita_2019"
1862,"diritti umani",1.64854009808226e-07,"ita_2019"
1863,"diritti umani",1.64839050853516e-07,"ita_2019"
1864,"diritti umani",1.96704036170559e-07,"ita_2019"
1865,"diritti umani",1.8770606808565e-07,"ita_2019"
1866,"diritti umani",1.82503985765184e-07,"ita_2019"
1867,"diritti umani",1.81978034926747e-07,"ita_2019"
1868,"diritti umani",1.93587976379409e-07,"ita_2019"
1869,"diritti umani",1.81251356780519e-07,"ita_2019"
1870,"diritti umani",2.11684217837111e-07,"ita_2019"
1871,"diritti umani",1.84278718506903e-07,"ita_2019"
1872,"diritti umani",1.94240791578133e-07,"ita_2019"
1873,"diritti umani",1.88846692188755e-07,"ita_2019"
1874,"diritti umani",1.98068176717113e-07,"ita_2019"
1875,"diritti umani",1.76461076607991e-07,"ita_2019"
1876,"diritti umani",1.72833138784816e-07,"ita_2019"
1877,"diritti umani",1.34620249931621e-07,"ita_2019"
1878,"diritti umani",1.29915326242878e-07,"ita_2019"
1879,"diritti umani",1.08143499996264e-07,"ita_2019"
1880,"diritti umani",1.02116335958564e-07,"ita_2019"
1881,"diritti umani",9.3759178960389e-08,"ita_2019"
1882,"diritti umani",1.00775616930702e-07,"ita_2019"
1883,"diritti umani",9.3357731450234e-08,"ita_2019"
1884,"diritti umani",9.58054720001655e-08,"ita_2019"
1885,"diritti umani",1.02108359608824e-07,"ita_2019"
1886,"diritti umani",1.08788130250202e-07,"ita_2019"
1887,"diritti umani",1.09862360732547e-07,"ita_2019"
1888,"diritti umani",1.1003008130014e-07,"ita_2019"
1889,"diritti umani",1.01008664797421e-07,"ita_2019"
1890,"diritti umani",8.91894827199329e-08,"ita_2019"
1891,"diritti umani",9.20788113692847e-08,"ita_2019"
1892,"diritti umani",7.9167064269216e-08,"ita_2019"
1893,"diritti umani",7.5120301090692e-08,"ita_2019"
1894,"diritti umani",7.83715842698842e-08,"ita_2019"
1895,"diritti umani",7.52123458117434e-08,"ita_2019"
1896,"diritti umani",8.06941033358401e-08,"ita_2019"
1897,"diritti umani",9.05736235219073e-08,"ita_2019"
1898,"diritti umani",9.34337651057961e-08,"ita_2019"
1899,"diritti umani",9.33655956357273e-08,"ita_2019"
1900,"diritti umani",1.09738456290285e-07,"ita_2019"
1901,"diritti umani",1.17965710850448e-07,"ita_2019"
1902,"diritti umani",1.17026365233284e-07,"ita_2019"
1903,"diritti umani",1.75354466185646e-07,"ita_2019"
1904,"diritti umani",1.76192800032433e-07,"ita_2019"
1905,"diritti umani",1.72846994368164e-07,"ita_2019"
1906,"diritti umani",1.79265653749943e-07,"ita_2019"
1907,"diritti umani",1.58994395807862e-07,"ita_2019"
1908,"diritti umani",1.48384480321998e-07,"ita_2019"
1909,"diritti umani",1.52696211992114e-07,"ita_2019"
1910,"diritti umani",9.88368574285557e-08,"ita_2019"
1911,"diritti umani",9.39813940955706e-08,"ita_2019"
1912,"diritti umani",1.07606288578056e-07,"ita_2019"
1913,"diritti umani",1.11567570420285e-07,"ita_2019"
1914,"diritti umani",1.35194880052885e-07,"ita_2019"
1915,"diritti umani",1.33376730104828e-07,"ita_2019"
1916,"diritti umani",1.40713439122919e-07,"ita_2019"
1917,"diritti umani",1.36982156919073e-07,"ita_2019"
1918,"diritti umani",1.38650293024511e-07,"ita_2019"
1919,"diritti umani",1.27540779715218e-07,"ita_2019"
1920,"diritti umani",1.20287109796534e-07,"ita_2019"
1921,"diritti umani",1.05351578635496e-07,"ita_2019"
1922,"diritti umani",1.09975041644767e-07,"ita_2019"
1923,"diritti umani",9.61916230478112e-08,"ita_2019"
1924,"diritti umani",9.03131385549776e-08,"ita_2019"
1925,"diritti umani",8.99090447806624e-08,"ita_2019"
1926,"diritti umani",7.88940179217791e-08,"ita_2019"
1927,"diritti umani",7.57455299752305e-08,"ita_2019"
1928,"diritti umani",6.99680237557589e-08,"ita_2019"
1929,"diritti umani",7.0511344318902e-08,"ita_2019"
1930,"diritti umani",7.13378060116351e-08,"ita_2019"
1931,"diritti umani",6.9607102050538e-08,"ita_2019"
1932,"diritti umani",6.50600655254558e-08,"ita_2019"
1933,"diritti umani",6.81904057030027e-08,"ita_2019"
1934,"diritti umani",6.72202509528168e-08,"ita_2019"
1935,"diritti umani",7.6218210917237e-08,"ita_2019"
1936,"diritti umani",7.16135346578994e-08,"ita_2019"
1937,"diritti umani",6.71225954818055e-08,"ita_2019"
1938,"diritti umani",7.04090682899862e-08,"ita_2019"
1939,"diritti umani",7.85722212372418e-08,"ita_2019"
1940,"diritti umani",9.70186638328739e-08,"ita_2019"
1941,"diritti umani",1.66273017957305e-07,"ita_2019"
1942,"diritti umani",2.36053379763592e-07,"ita_2019"
1943,"diritti umani",2.87902211023753e-07,"ita_2019"
1944,"diritti umani",3.34567328000698e-07,"ita_2019"
1945,"diritti umani",4.03688174190263e-07,"ita_2019"
1946,"diritti umani",5.12543144688087e-07,"ita_2019"
1947,"diritti umani",5.76842511788657e-07,"ita_2019"
1948,"diritti umani",5.54099403059029e-07,"ita_2019"
1949,"diritti umani",5.36567528440303e-07,"ita_2019"
1950,"diritti umani",5.41416942009424e-07,"ita_2019"
1951,"diritti umani",5.4075504911972e-07,"ita_2019"
1952,"diritti umani",5.16075549025377e-07,"ita_2019"
1953,"diritti umani",4.52526279559606e-07,"ita_2019"
1954,"diritti umani",4.23948543064918e-07,"ita_2019"
1955,"diritti umani",4.99957857463025e-07,"ita_2019"
1956,"diritti umani",5.07387852621832e-07,"ita_2019"
1957,"diritti umani",5.45224858277444e-07,"ita_2019"
1958,"diritti umani",5.69196942024064e-07,"ita_2019"
1959,"diritti umani",5.92407713741393e-07,"ita_2019"
1960,"diritti umani",6.19721431251362e-07,"ita_2019"
1961,"diritti umani",6.15992381166767e-07,"ita_2019"
1962,"diritti umani",5.47631779162267e-07,"ita_2019"
1963,"diritti umani",5.69012058804219e-07,"ita_2019"
1964,"diritti umani",5.60943330388649e-07,"ita_2019"
1965,"diritti umani",5.67440078417089e-07,"ita_2019"
1966,"diritti umani",6.16879844983487e-07,"ita_2019"
1967,"diritti umani",6.28839619106917e-07,"ita_2019"
1968,"diritti umani",6.63544800058194e-07,"ita_2019"
1969,"diritti umani",6.71886782908717e-07,"ita_2019"
1970,"diritti umani",6.64364725772819e-07,"ita_2019"
1971,"diritti umani",6.59138736734479e-07,"ita_2019"
1972,"diritti umani",7.0318970659043e-07,"ita_2019"
1973,"diritti umani",7.12815433092016e-07,"ita_2019"
1974,"diritti umani",9.23954571265183e-07,"ita_2019"
1975,"diritti umani",1.07995440755206e-06,"ita_2019"
1976,"diritti umani",1.38434631123476e-06,"ita_2019"
1977,"diritti umani",1.50243610213303e-06,"ita_2019"
1978,"diritti umani",1.6700771863855e-06,"ita_2019"
1979,"diritti umani",1.85760276443554e-06,"ita_2019"
1980,"diritti umani",2.06699728875849e-06,"ita_2019"
1981,"diritti umani",2.05096335191359e-06,"ita_2019"
1982,"diritti umani",2.15082582144532e-06,"ita_2019"
1983,"diritti umani",2.06957279910317e-06,"ita_2019"
1984,"diritti umani",2.2270402106577e-06,"ita_2019"
1985,"diritti umani",2.37257144622812e-06,"ita_2019"
1986,"diritti umani",2.67273584800673e-06,"ita_2019"
1987,"diritti umani",2.85090426846831e-06,"ita_2019"
1988,"diritti umani",3.09084576396604e-06,"ita_2019"
1989,"diritti umani",3.24901472075518e-06,"ita_2019"
1990,"diritti umani",3.46501139704612e-06,"ita_2019"
1991,"diritti umani",3.61431443707261e-06,"ita_2019"
1992,"diritti umani",3.80931526576335e-06,"ita_2019"
1993,"diritti umani",3.76139931696733e-06,"ita_2019"
1994,"diritti umani",3.88580029461342e-06,"ita_2019"
1995,"diritti umani",3.97211546701978e-06,"ita_2019"
1996,"diritti umani",4.39724093277099e-06,"ita_2019"
1997,"diritti umani",4.81388100784638e-06,"ita_2019"
1998,"diritti umani",5.37915840530851e-06,"ita_2019"
1999,"diritti umani",5.95850841429118e-06,"ita_2019"
2000,"diritti umani",6.67294508665301e-06,"ita_2019"
2001,"diritti umani",7.29846046202251e-06,"ita_2019"
2002,"diritti umani",7.89912493408857e-06,"ita_2019"
2003,"diritti umani",8.29648966568389e-06,"ita_2019"
2004,"diritti umani",8.72063589797887e-06,"ita_2019"
2005,"diritti umani",8.99373883709944e-06,"ita_2019"
2006,"diritti umani",9.29951082590768e-06,"ita_2019"
2007,"diritti umani",9.21061616411732e-06,"ita_2019"
2008,"diritti umani",8.87671922100708e-06,"ita_2019"
2009,"diritti umani",8.83097800397081e-06,"ita_2019"
2010,"diritti umani",8.47059612039759e-06,"ita_2019"
2011,"diritti umani",8.02796349879437e-06,"ita_2019"
2012,"diritti umani",7.47162481015299e-06,"ita_2019"
2013,"diritti umani",6.94982132439951e-06,"ita_2019"
2014,"diritti umani",6.67461816712083e-06,"ita_2019"
2015,"diritti umani",6.64140952721937e-06,"ita_2019"
2016,"diritti umani",6.15700946582365e-06,"ita_2019"
2017,"diritti umani",6.05290612535706e-06,"ita_2019"
2018,"diritti umani",5.99084341956768e-06,"ita_2019"
2019,"diritti umani",6.08710070082452e-06,"ita_2019"
1800,"libertà",0.000206459706532769,"ita_2019"
1801,"libertà",0.000213235276169144,"ita_2019"
1802,"libertà",0.00020730659646991,"ita_2019"
1803,"libertà",0.000198612072771149,"ita_2019"
1804,"libertà",0.000190517750784888,"ita_2019"
1805,"libertà",0.000167283463399924,"ita_2019"
1806,"libertà",0.000160948072984216,"ita_2019"
1807,"libertà",0.000151988849600977,"ita_2019"
1808,"libertà",0.000132539382320829,"ita_2019"
1809,"libertà",0.000120852444004933,"ita_2019"
1810,"libertà",0.00011709555734082,"ita_2019"
1811,"libertà",0.000126071103815255,"ita_2019"
1812,"libertà",0.000129184354071705,"ita_2019"
1813,"libertà",0.000136384658357461,"ita_2019"
1814,"libertà",0.000139801722460626,"ita_2019"
1815,"libertà",0.000147051753758985,"ita_2019"
1816,"libertà",0.000158613620442338,"ita_2019"
1817,"libertà",0.000170199774272208,"ita_2019"
1818,"libertà",0.000164867765436481,"ita_2019"
1819,"libertà",0.000171884378817465,"ita_2019"
1820,"libertà",0.000167953266230013,"ita_2019"
1821,"libertà",0.000170618412084877,"ita_2019"
1822,"libertà",0.000171070323891139,"ita_2019"
1823,"libertà",0.000167487286879415,"ita_2019"
1824,"libertà",0.000159689133787262,"ita_2019"
1825,"libertà",0.000154059490471679,"ita_2019"
1826,"libertà",0.000147818581483859,"ita_2019"
1827,"libertà",0.000148740235350228,"ita_2019"
1828,"libertà",0.000152206960982377,"ita_2019"
1829,"libertà",0.000160603702949759,"ita_2019"
1830,"libertà",0.000164592964990464,"ita_2019"
1831,"libertà",0.000168367199616374,"ita_2019"
1832,"libertà",0.000179524431587197,"ita_2019"
1833,"libertà",0.000184004704351537,"ita_2019"
1834,"libertà",0.000186850884347223,"ita_2019"
1835,"libertà",0.000180764304656935,"ita_2019"
1836,"libertà",0.000171090682020544,"ita_2019"
1837,"libertà",0.00016568843940539,"ita_2019"
