"Year","Phrase","Frequency","Corpus"
2002,"(droit de l' homme + droits de l' homme)",2.80775405729271e-05,"fre_2019"
2003,"(droit de l' homme + droits de l' homme)",2.76265701139827e-05,"fre_2019"
2004,"(droit de l' homme + droits de l' homme)",2.69131312303931e-05,"fre_2019"
2005,"(droit de l' homme + droits de l' homme)",2.62611764461391e-05,"fre_2019"
2006,"(droit de l' homme + droits de l' homme)",2.6122697261956e-05,"fre_2019"
2007,"(droit de l' homme + droits de l' homme)",2.58902141873867e-05,"fre_2019"
2008,"(droit de l' homme + droits de l' homme)",2.4136105819496e-05,"fre_2019"
2009,"(droit de l' homme + droits de l' homme)",2.24259964442451e-05,"fre_2019"
2010,"(droit de l' homme + droits de l' homme)",2.17936321474456e-05,"fre_2019"
2011,"(droit de l' homme + droits de l' homme)",2.0854952479356e-05,"fre_2019"
2012,"(droit de l' homme + droits de l' homme)",1.94915790103778e-05,"fre_2019"
2013,"(droit de l' homme + droits de l' homme)",1.74463762070738e-05,"fre_2019"
2014,"(droit de l' homme + droits de l' homme)",1.67490163067084e-05,"fre_2019"
2015,"(droit de l' homme + droits de l' homme)",1.6628258206554e-05,"fre_2019"
2016,"(droit de l' homme + droits de l' homme)",1.63543500641643e-05,"fre_2019"
2017,"(droit de l' homme + droits de l' homme)",1.53829177449438e-05,"fre_2019"
2018,"(droit de l' homme + droits de l' homme)",1.52234549972263e-05,"fre_2019"
2019,"(droit de l' homme + droits de l' homme)",1.49250956376079e-05,"fre_2019"
1800,"droits",0.00016257968309219,"fre_2019"
1801,"droits",0.000167975350632332,"fre_2019"
1802,"droits",0.000167357308479647,"fre_2019"
1803,"droits",0.000169882328399191,"fre_2019"
1804,"droits",0.000181101283357878,"fre_2019"
1805,"droits",0.000186442133521528,"fre_2019"
1806,"droits",0.000189854042089012,"fre_2019"
1807,"droits",0.000192455506683992,"fre_2019"
1808,"droits",0.000190716527868062,"fre_2019"
1809,"droits",0.000194299527460576,"fre_2019"
1810,"droits",0.000190208948749517,"fre_2019"
1811,"droits",0.000188471352365533,"fre_2019"
1812,"droits",0.000193365629196965,"fre_2019"
1813,"droits",0.000191312769727249,"fre_2019"
1814,"droits",0.000189070899588322,"fre_2019"
1815,"droits",0.000192226823336179,"fre_2019"
1816,"droits",0.00019566184658158,"fre_2019"
1817,"droits",0.000201916006127638,"fre_2019"
1818,"droits",0.000195476247297068,"fre_2019"
1819,"droits",0.000189028987993619,"fre_2019"
1820,"droits",0.000186979801843076,"fre_2019"
1821,"droits",0.000185891254139798,"fre_2019"
1822,"droits",0.000181631958444736,"fre_2019"
1823,"droits",0.00018049544555002,"fre_2019"
1824,"droits",0.000186669949990963,"fre_2019"
1825,"droits",0.000191386522991317,"fre_2019"
1826,"droits",0.000197765409081642,"fre_2019"
1827,"droits",0.000204436977842956,"fre_2019"
1828,"droits",0.000209100635921849,"fre_2019"
1829,"droits",0.000214523155591451,"fre_2019"
1830,"droits",0.000214588659998429,"fre_2019"
1831,"droits",0.000213660705152766,"fre_2019"
1832,"droits",0.000211078426218592,"fre_2019"
1833,"droits",0.000205237634613046,"fre_2019"
1834,"droits",0.000200049492247802,"fre_2019"
1835,"droits",0.000198662229065251,"fre_2019"
1836,"droits",0.000199536776303181,"fre_2019"
1837,"droits",0.000199733946439145,"fre_2019"
1838,"droits",0.000194799836858043,"fre_2019"
1839,"droits",0.00019716790536352,"fre_2019"
1840,"droits",0.000199014108927388,"fre_2019"
1841,"droits",0.000205988471861929,"fre_2019"
1842,"droits",0.000209324161655137,"fre_2019"
1843,"droits",0.000210251474137684,"fre_2019"
1844,"droits",0.000214802003548747,"fre_2019"
1845,"droits",0.000222327927726188,"fre_2019"
1846,"droits",0.000227631539538769,"fre_2019"
1847,"droits",0.00023296541309849,"fre_2019"
1848,"droits",0.000233191053017176,"fre_2019"
1849,"droits",0.000236183812376112,"fre_2019"
1850,"droits",0.000231032976963823,"fre_2019"
1851,"droits",0.000223857462905081,"fre_2019"
1852,"droits",0.000213672920446178,"fre_2019"
1853,"droits",0.000208267715476852,"fre_2019"
1854,"droits",0.000200505447407652,"fre_2019"
1855,"droits",0.000194871557011668,"fre_2019"
1856,"droits",0.000189713412380245,"fre_2019"
1857,"droits",0.000191893688419701,"fre_2019"
1858,"droits",0.000193997664609924,"fre_2019"
1859,"droits",0.000195215520631921,"fre_2019"
1860,"droits",0.000193389552545601,"fre_2019"
1861,"droits",0.000194707344884851,"fre_2019"
1862,"droits",0.000194971133688731,"fre_2019"
1863,"droits",0.000193688228526818,"fre_2019"
1864,"droits",0.000191623981144013,"fre_2019"
1865,"droits",0.000189663935868469,"fre_2019"
1866,"droits",0.000188489897742069,"fre_2019"
1867,"droits",0.000187136332637497,"fre_2019"
1868,"droits",0.00018846353590821,"fre_2019"
1869,"droits",0.000187139126605221,"fre_2019"
1870,"droits",0.00018439423417606,"fre_2019"
1871,"droits",0.000182986440319967,"fre_2019"
1872,"droits",0.00018133748796702,"fre_2019"
1873,"droits",0.00017956988345499,"fre_2019"
1874,"droits",0.000177626612380014,"fre_2019"
1875,"droits",0.000176694641205748,"fre_2019"
1876,"droits",0.000178954391490801,"fre_2019"
1877,"droits",0.000185156170378572,"fre_2019"
1878,"droits",0.000186817335946086,"fre_2019"
1879,"droits",0.000186618982947298,"fre_2019"
1880,"droits",0.000188914456105392,"fre_2019"
1881,"droits",0.000190683048068812,"fre_2019"
1882,"droits",0.000192004322473492,"fre_2019"
1883,"droits",0.000191239586066721,"fre_2019"
1884,"droits",0.000189973974816634,"fre_2019"
1885,"droits",0.000192014887163948,"fre_2019"
1886,"droits",0.000193662403034978,"fre_2019"
1887,"droits",0.000195242231711745,"fre_2019"
1888,"droits",0.000200281383253501,"fre_2019"
1889,"droits",0.000200677879287728,"fre_2019"
1890,"droits",0.000201239188234987,"fre_2019"
1891,"droits",0.000199874848476611,"fre_2019"
1892,"droits",0.000198749916827572,"fre_2019"
1893,"droits",0.000199923445636939,"fre_2019"
1894,"droits",0.000198521387314291,"fre_2019"
1895,"droits",0.000195961137900927,"fre_2019"
1896,"droits",0.000194764228321479,"fre_2019"
1897,"droits",0.000192625227750146,"fre_2019"
1898,"droits",0.000192898791283369,"fre_2019"
1899,"droits",0.000190564828309497,"fre_2019"
1900,"droits",0.000191419054837232,"fre_2019"
1901,"droits",0.000191653569345362,"fre_2019"
1902,"droits",0.000190615119728526,"fre_2019"
1903,"droits",0.000190127146197483,"fre_2019"
1904,"droits",0.000191627138909618,"fre_2019"
1905,"droits",0.0001887266927432,"fre_2019"
1906,"droits",0.00018855877819338,"fre_2019"
1907,"droits",0.000184411914753062,"fre_2019"
1908,"droits",0.00018209517708913,"fre_2019"
1909,"droits",0.000179383088834584,"fre_2019"
1910,"droits",0.00017532155990401,"fre_2019"
1911,"droits",0.000171608917298727,"fre_2019"
1912,"droits",0.000171342268004082,"fre_2019"
1913,"droits",0.000172640219846341,"fre_2019"
1914,"droits",0.000172615959724811,"fre_2019"
1915,"droits",0.000172170745957244,"fre_2019"
1916,"droits",0.000173510330828971,"fre_2019"
1917,"droits",0.000174813290608914,"fre_2019"
1918,"droits",0.000175676169289675,"fre_2019"
1919,"droits",0.000174680236211446,"fre_2019"
1920,"droits",0.000174089222647516,"fre_2019"
1921,"droits",0.000172745621447185,"fre_2019"
1922,"droits",0.000172481516658861,"fre_2019"
1923,"droits",0.000171411044513141,"fre_2019"
1924,"droits",0.000170800096904194,"fre_2019"
1925,"droits",0.000172191472042219,"fre_2019"
1926,"droits",0.000174684395980356,"fre_2019"
1927,"droits",0.000174132238108931,"fre_2019"
1928,"droits",0.000175926832266019,"fre_2019"
1929,"droits",0.000176161600393243,"fre_2019"
1930,"droits",0.000176357487881822,"fre_2019"
1931,"droits",0.000176125029351429,"fre_2019"
1932,"droits",0.000173327883073528,"fre_2019"
1933,"droits",0.000170054712465831,"fre_2019"
1934,"droits",0.000167600943573884,"fre_2019"
1935,"droits",0.000165093808651104,"fre_2019"
1936,"droits",0.000163205348404257,"fre_2019"
1937,"droits",0.000159586582282957,"fre_2019"
1938,"droits",0.000157204082435263,"fre_2019"
1939,"droits",0.000152841709288103,"fre_2019"
1940,"droits",0.000147389084824161,"fre_2019"
1941,"droits",0.000142921349574213,"fre_2019"
1942,"droits",0.000143494961126375,"fre_2019"
1943,"droits",0.000143827840344914,"fre_2019"
1944,"droits",0.000143127371432326,"fre_2019"
1945,"droits",0.000141892371175345,"fre_2019"
1946,"droits",0.000146225617624753,"fre_2019"
1947,"droits",0.000150478977177824,"fre_2019"
1948,"droits",0.000151429888709182,"fre_2019"
1949,"droits",0.0001477861722898,"fre_2019"
1950,"droits",0.000145628291647881,"fre_2019"
1951,"droits",0.000142693467621159,"fre_2019"
1952,"droits",0.000141178856470755,"fre_2019"
1953,"droits",0.000137143972096965,"fre_2019"
1954,"droits",0.000134484019196991,"fre_2019"
1955,"droits",0.000133860047623914,"fre_2019"
1956,"droits",0.000134133401193789,"fre_2019"
1957,"droits",0.00013245023728814,"fre_2019"
1958,"droits",0.000132790698054513,"fre_2019"
1959,"droits",0.000133175363381659,"fre_2019"
1960,"droits",0.000132024342227461,"fre_2019"
1961,"droits",0.000131054060018089,"fre_2019"
1962,"droits",0.000130605027412197,"fre_2019"
1963,"droits",0.000128315402045181,"fre_2019"
1964,"droits",0.000127340718920875,"fre_2019"
1965,"droits",0.000126888676147376,"fre_2019"
1966,"droits",0.000132679355114565,"fre_2019"
1967,"droits",0.000138828655638333,"fre_2019"
1968,"droits",0.000138666264579764,"fre_2019"
1969,"droits",0.000138640270701476,"fre_2019"
1970,"droits",0.000139373125940827,"fre_2019"
1971,"droits",0.00014156404150916,"fre_2019"
1972,"droits",0.000143054691891718,"fre_2019"
1973,"droits",0.000137028190822873,"fre_2019"
1974,"droits",0.000132092068919779,"fre_2019"
1975,"droits",0.000134762033537429,"fre_2019"
1976,"droits",0.000137727466478412,"fre_2019"
1977,"droits",0.000139330499223433,"fre_2019"
1978,"droits",0.000138775433047808,"fre_2019"
1979,"droits",0.00014111989626794,"fre_2019"
1980,"droits",0.000142562606405201,"fre_2019"
1981,"droits",0.000144587251790134,"fre_2019"
1982,"droits",0.000146089184064684,"fre_2019"
1983,"droits",0.000146415535709821,"fre_2019"
1984,"droits",0.000148659555374512,"fre_2019"
1985,"droits",0.000153135350306651,"fre_2019"
1986,"droits",0.000159742709781442,"fre_2019"
1987,"droits",0.000165424029026846,"fre_2019"
1988,"droits",0.00017042167019099,"fre_2019"
1989,"droits",0.000172926603616881,"fre_2019"
1990,"droits",0.000177411194142353,"fre_2019"
1991,"droits",0.000181949813850224,"fre_2019"
1992,"droits",0.000185184513351747,"fre_2019"
1993,"droits",0.000184620817890391,"fre_2019"
1994,"droits",0.000184783107085553,"fre_2019"
1995,"droits",0.000185772107215598,"fre_2019"
1996,"droits",0.000189340854246568,"fre_2019"
1997,"droits",0.000191233732039109,"fre_2019"
1998,"droits",0.000193698793217274,"fre_2019"
1999,"droits",0.00019547956097605,"fre_2019"
2000,"droits",0.000194118239700661,"fre_2019"
2001,"droits",0.000195917134988122,"fre_2019"
2002,"droits",0.000195653699587898,"fre_2019"
2003,"droits",0.000192821192155991,"fre_2019"
2004,"droits",0.000188196048839018,"fre_2019"
2005,"droits",0.000183741817766401,"fre_2019"
2006,"droits",0.000177606214752554,"fre_2019"
2007,"droits",0.000172848308076417,"fre_2019"
2008,"droits",0.000163183285621926,"fre_2019"
2009,"droits",0.000152709291017215,"fre_2019"
2010,"droits",0.000149172341999864,"fre_2019"
2011,"droits",0.000143051812691348,"fre_2019"
2012,"droits",0.000138222443638369,"fre_2019"
2013,"droits",0.00013346691516095,"fre_2019"
2014,"droits",0.000132151174641746,"fre_2019"
2015,"droits",0.000131062013679184,"fre_2019"
2016,"droits",0.000131062075005112,"fre_2019"
2017,"droits",0.000127549369305295,"fre_2019"
2018,"droits",0.000129114785522688,"fre_2019"
2019,"droits",0.000126491182527388,"fre_2019"
1800,"(libertés + liberté)",0.000209665463046349,"fre_2019"
1801,"(libertés + liberté)",0.000211635033929269,"fre_2019"
1802,"(libertés + liberté)",0.000202435890779877,"fre_2019"
1803,"(libertés + liberté)",0.00019435411140226,"fre_2019"
1804,"(libertés + liberté)",0.000189099210924074,"fre_2019"
1805,"(libertés + liberté)",0.000176967304404181,"fre_2019"
1806,"(libertés + liberté)",0.00016933067737617,"fre_2019"
1807,"(libertés + liberté)",0.000162386261568567,"fre_2019"
1808,"(libertés + liberté)",0.000149804957995262,"fre_2019"
1809,"(libertés + liberté)",0.000145348902606202,"fre_2019"
1810,"(libertés + liberté)",0.000142775715955525,"fre_2019"
1811,"(libertés + liberté)",0.000153695501337227,"fre_2019"
1812,"(libertés + liberté)",0.000167857865627801,"fre_2019"
1813,"(libertés + liberté)",0.000173791677103249,"fre_2019"
1814,"(libertés + liberté)",0.00018586663892555,"fre_2019"
1815,"(libertés + liberté)",0.000207481361030659,"fre_2019"
1816,"(libertés + liberté)",0.000228635591091526,"fre_2019"
1817,"(libertés + liberté)",0.000255053339320252,"fre_2019"
1818,"(libertés + liberté)",0.000258348107958487,"fre_2019"
1819,"(libertés + liberté)",0.000258187409339631,"fre_2019"
1820,"(libertés + liberté)",0.000262408211970718,"fre_2019"
1821,"(libertés + liberté)",0.000261572919823396,"fre_2019"
1822,"(libertés + liberté)",0.000250989348127665,"fre_2019"
1823,"(libertés + liberté)",0.000244704518081562,"fre_2019"
1824,"(libertés + liberté)",0.000232583508087763,"fre_2019"
1825,"(libertés + liberté)",0.00022811449967516,"fre_2019"
1826,"(libertés + liberté)",0.000224176100865796,"fre_2019"
1827,"(libertés + liberté)",0.000222869457372456,"fre_2019"
1828,"(libertés + liberté)",0.000231310218103837,"fre_2019"
1829,"(libertés + liberté)",0.000237073867538129,"fre_2019"
1830,"(libertés + liberté)",0.000233885964917135,"fre_2019"
1831,"(libertés + liberté)",0.00023814235568612,"fre_2019"
1832,"(libertés + liberté)",0.00023538819420667,"fre_2019"
1833,"(libertés + liberté)",0.000236132735023732,"fre_2019"
1834,"(libertés + liberté)",0.000235552434787678,"fre_2019"
1835,"(libertés + liberté)",0.000225660743126355,"fre_2019"
1836,"(libertés + liberté)",0.000219171933037744,"fre_2019"
1837,"(libertés + liberté)",0.000226225059382809,"fre_2019"
1838,"(libertés + liberté)",0.00021807890789205,"fre_2019"
1839,"(libertés + liberté)",0.000220896222474819,"fre_2019"
1840,"(libertés + liberté)",0.000220215801034231,"fre_2019"
1841,"(libertés + liberté)",0.000224258951155727,"fre_2019"
1842,"(libertés + liberté)",0.000227231805053764,"fre_2019"
1843,"(libertés + liberté)",0.000233206139975144,"fre_2019"
1844,"(libertés + liberté)",0.000238000079921871,"fre_2019"
1845,"(libertés + liberté)",0.000251772138004266,"fre_2019"
1846,"(libertés + liberté)",0.00025898563165226,"fre_2019"
1847,"(libertés + liberté)",0.000262859499343904,"fre_2019"
1848,"(libertés + liberté)",0.000261877165810022,"fre_2019"
1849,"(libertés + liberté)",0.000258993089119031,"fre_2019"
1850,"(libertés + liberté)",0.000253898409547609,"fre_2019"
1851,"(libertés + liberté)",0.00024273312880853,"fre_2019"
1852,"(libertés + liberté)",0.000229096878164065,"fre_2019"
1853,"(libertés + liberté)",0.000218314045404051,"fre_2019"
1854,"(libertés + liberté)",0.000214516209780413,"fre_2019"
1855,"(libertés + liberté)",0.000214972620727037,"fre_2019"
1856,"(libertés + liberté)",0.000221551914624537,"fre_2019"
1857,"(libertés + liberté)",0.00023223616231657,"fre_2019"
1858,"(libertés + liberté)",0.000244708049909345,"fre_2019"
1859,"(libertés + liberté)",0.000254566053756987,"fre_2019"
1860,"(libertés + liberté)",0.0002629458622323,"fre_2019"
1861,"(libertés + liberté)",0.000270752010432521,"fre_2019"
1862,"(libertés + liberté)",0.000273156914772699,"fre_2019"
1863,"(libertés + liberté)",0.00027243803872677,"fre_2019"
1864,"(libertés + liberté)",0.000268717703615299,"fre_2019"
1865,"(libertés + liberté)",0.000263099704430455,"fre_2019"
1866,"(libertés + liberté)",0.000261620138709467,"fre_2019"
1867,"(libertés + liberté)",0.000259997201023257,"fre_2019"
1868,"(libertés + liberté)",0.000253166889056696,"fre_2019"
1869,"(libertés + liberté)",0.000249230693433284,"fre_2019"
1870,"(libertés + liberté)",0.000240369215784345,"fre_2019"
1871,"(libertés + liberté)",0.000230954044517213,"fre_2019"
1872,"(libertés + liberté)",0.000223266161031331,"fre_2019"
1873,"(libertés + liberté)",0.000214011939403593,"fre_2019"
1874,"(libertés + liberté)",0.000202741642039785,"fre_2019"
1875,"(libertés + liberté)",0.000195505990242444,"fre_2019"
1876,"(libertés + liberté)",0.000192810979829769,"fre_2019"
1877,"(libertés + liberté)",0.000193942669544153,"fre_2019"
1878,"(libertés + liberté)",0.000193888446119672,"fre_2019"
1879,"(libertés + liberté)",0.000189497759622879,"fre_2019"
1880,"(libertés + liberté)",0.000185461558820472,"fre_2019"
1881,"(libertés + liberté)",0.000184320745315095,"fre_2019"
1882,"(libertés + liberté)",0.000183483698492637,"fre_2019"
1883,"(libertés + liberté)",0.000176986218580818,"fre_2019"
1884,"(libertés + liberté)",0.000171195121765777,"fre_2019"
1885,"(libertés + liberté)",0.000167490462185274,"fre_2019"
1886,"(libertés + liberté)",0.000167655455178257,"fre_2019"
1887,"(libertés + liberté)",0.000167968967356761,"fre_2019"
1888,"(libertés + liberté)",0.000167401322349698,"fre_2019"
1889,"(libertés + liberté)",0.000167371361775232,"fre_2019"
1890,"(libertés + liberté)",0.000165832382273428,"fre_2019"
1891,"(libertés + liberté)",0.000164970242232292,"fre_2019"
1892,"(libertés + liberté)",0.00016445850607332,"fre_2019"
1893,"(libertés + liberté)",0.000163235518812144,"fre_2019"
1894,"(libertés + liberté)",0.000161220288906147,"fre_2019"
1895,"(libertés + liberté)",0.000160541999061284,"fre_2019"
1896,"(libertés + liberté)",0.000158887893121573,"fre_2019"
1897,"(libertés + liberté)",0.000158896453155778,"fre_2019"
1898,"(libertés + liberté)",0.000160406391062549,"fre_2019"
1899,"(libertés + liberté)",0.000156842392763273,"fre_2019"
1900,"(libertés + liberté)",0.000156926044707818,"fre_2019"
1901,"(libertés + liberté)",0.000157398827338641,"fre_2019"
1902,"(libertés + liberté)",0.000158179389862718,"fre_2019"
1903,"(libertés + liberté)",0.000157415941300444,"fre_2019"
1904,"(libertés + liberté)",0.000156645666330795,"fre_2019"
1905,"(libertés + liberté)",0.000154537389140127,"fre_2019"
1906,"(libertés + liberté)",0.000155730855372635,"fre_2019"
1907,"(libertés + liberté)",0.000153540469000291,"fre_2019"
1908,"(libertés + liberté)",0.00015108339305568,"fre_2019"
1909,"(libertés + liberté)",0.0001482335237597,"fre_2019"
1910,"(libertés + liberté)",0.000146012184684098,"fre_2019"
1911,"(libertés + liberté)",0.000142812473443753,"fre_2019"
1912,"(libertés + liberté)",0.000140391456885222,"fre_2019"
1913,"(libertés + liberté)",0.00014074046521273,"fre_2019"
1914,"(libertés + liberté)",0.000141542583021094,"fre_2019"
1915,"(libertés + liberté)",0.000143771789225866,"fre_2019"
1916,"(libertés + liberté)",0.00014400817859236,"fre_2019"
1917,"(libertés + liberté)",0.000145099470241153,"fre_2019"
1918,"(libertés + liberté)",0.000145110353124827,"fre_2019"
1919,"(libertés + liberté)",0.000144213823854703,"fre_2019"
1920,"(libertés + liberté)",0.000141967248379972,"fre_2019"
1921,"(libertés + liberté)",0.000138060546110605,"fre_2019"
1922,"(libertés + liberté)",0.000134337692478376,"fre_2019"
1923,"(libertés + liberté)",0.000131007893352424,"fre_2019"
1924,"(libertés + liberté)",0.00012897587131582,"fre_2019"
1925,"(libertés + liberté)",0.000127394034734607,"fre_2019"
1926,"(libertés + liberté)",0.000127333775578466,"fre_2019"
1927,"(libertés + liberté)",0.000127476089411565,"fre_2019"
1928,"(libertés + liberté)",0.000125975560097556,"fre_2019"
1929,"(libertés + liberté)",0.00012483597363046,"fre_2019"
1930,"(libertés + liberté)",0.000125305511833825,"fre_2019"
1931,"(libertés + liberté)",0.000124454380186632,"fre_2019"
1932,"(libertés + liberté)",0.000124235422065664,"fre_2019"
1933,"(libertés + liberté)",0.000124618236311237,"fre_2019"
1934,"(libertés + liberté)",0.000123640841073731,"fre_2019"
1935,"(libertés + liberté)",0.00012492199623791,"fre_2019"
1936,"(libertés + liberté)",0.000125923168135549,"fre_2019"
1937,"(libertés + liberté)",0.000124126320640374,"fre_2019"
1938,"(libertés + liberté)",0.000122949483608993,"fre_2019"
1939,"(libertés + liberté)",0.000123936020567531,"fre_2019"
1940,"(libertés + liberté)",0.00012525890854574,"fre_2019"
1941,"(libertés + liberté)",0.000129479920100753,"fre_2019"
1942,"(libertés + liberté)",0.000137375671978849,"fre_2019"
1943,"(libertés + liberté)",0.000144372490337576,"fre_2019"
1944,"(libertés + liberté)",0.000153124779639516,"fre_2019"
1945,"(libertés + liberté)",0.000161968827602063,"fre_2019"
1946,"(libertés + liberté)",0.000167770919428481,"fre_2019"
1947,"(libertés + liberté)",0.000172989751653014,"fre_2019"
1948,"(libertés + liberté)",0.000172237947741191,"fre_2019"
1949,"(libertés + liberté)",0.000165060078091171,"fre_2019"
1950,"(libertés + liberté)",0.000161350254919463,"fre_2019"
1951,"(libertés + liberté)",0.000155299717075,"fre_2019"
1952,"(libertés + liberté)",0.000150067733037369,"fre_2019"
1953,"(libertés + liberté)",0.000146186179076072,"fre_2019"
1954,"(libertés + liberté)",0.000141264516059891,"fre_2019"
1955,"(libertés + liberté)",0.000138847320158675,"fre_2019"
1956,"(libertés + liberté)",0.000140951074042407,"fre_2019"
1957,"(libertés + liberté)",0.000139619707754589,"fre_2019"
1958,"(libertés + liberté)",0.000142380373810218,"fre_2019"
1959,"(libertés + liberté)",0.000145599991031174,"fre_2019"
1960,"(libertés + liberté)",0.000146623152172002,"fre_2019"
1961,"(libertés + liberté)",0.000148057686991316,"fre_2019"
1962,"(libertés + liberté)",0.000150590685734642,"fre_2019"
1963,"(libertés + liberté)",0.000149785809948558,"fre_2019"
1964,"(libertés + liberté)",0.000151556091363351,"fre_2019"
1965,"(libertés + liberté)",0.000153793621783344,"fre_2019"
1966,"(libertés + liberté)",0.000157926971171816,"fre_2019"
1967,"(libertés + liberté)",0.000159999619427253,"fre_2019"
1968,"(libertés + liberté)",0.000159087002949881,"fre_2019"
1969,"(libertés + liberté)",0.000158038307875229,"fre_2019"
1970,"(libertés + liberté)",0.000158926565356004,"fre_2019"
1971,"(libertés + liberté)",0.000157570222914468,"fre_2019"
1972,"(libertés + liberté)",0.00015334152106204,"fre_2019"
1973,"(libertés + liberté)",0.000147386137281761,"fre_2019"
1974,"(libertés + liberté)",0.000146441356134476,"fre_2019"
1975,"(libertés + liberté)",0.000146684244880037,"fre_2019"
1976,"(libertés + liberté)",0.000147978243668539,"fre_2019"
1977,"(libertés + liberté)",0.00014745550652151,"fre_2019"
1978,"(libertés + liberté)",0.00014739872131031,"fre_2019"
1979,"(libertés + liberté)",0.000150628217202861,"fre_2019"
1980,"(libertés + liberté)",0.000150747085042115,"fre_2019"
1981,"(libertés + liberté)",0.000151590512749473,"fre_2019"
1982,"(libertés + liberté)",0.000154117558330264,"fre_2019"
1983,"(libertés + liberté)",0.000153864857825933,"fre_2019"
1984,"(libertés + liberté)",0.000155521498787233,"fre_2019"
1985,"(libertés + liberté)",0.00015855071225295,"fre_2019"
1986,"(libertés + liberté)",0.000162116681946957,"fre_2019"
1987,"(libertés + liberté)",0.000165908515295346,"fre_2019"
1988,"(libertés + liberté)",0.000167994007175106,"fre_2019"
1989,"(libertés + liberté)",0.00016810127557879,"fre_2019"
1990,"(libertés + liberté)",0.000170416077578141,"fre_2019"
1991,"(libertés + liberté)",0.000170977716282193,"fre_2019"
1992,"(libertés + liberté)",0.000171668321594812,"fre_2019"
1993,"(libertés + liberté)",0.000168629018194874,"fre_2019"
1994,"(libertés + liberté)",0.000166668639264701,"fre_2019"
1995,"(libertés + liberté)",0.000167086142547695,"fre_2019"
1996,"(libertés + liberté)",0.000167299146986417,"fre_2019"
1997,"(libertés + liberté)",0.000169084006431928,"fre_2019"
1998,"(libertés + liberté)",0.000170919056992196,"fre_2019"
1999,"(libertés + liberté)",0.00017189308450075,"fre_2019"
2000,"(libertés + liberté)",0.000172469505352118,"fre_2019"
2001,"(libertés + liberté)",0.000174891481687415,"fre_2019"
2002,"(libertés + liberté)",0.000175047313210338,"fre_2019"
2003,"(libertés + liberté)",0.000176289814200053,"fre_2019"
2004,"(libertés + liberté)",0.000173774961305233,"fre_2019"
2005,"(libertés + liberté)",0.00017213770687314,"fre_2019"
2006,"(libertés + liberté)",0.000169193363815014,"fre_2019"
2007,"(libertés + liberté)",0.000167215189451651,"fre_2019"
2008,"(libertés + liberté)",0.000161064073446531,"fre_2019"
2009,"(libertés + liberté)",0.000153510415267582,"fre_2019"
2010,"(libertés + liberté)",0.0001491223582499,"fre_2019"
2011,"(libertés + liberté)",0.000145957696076948,"fre_2019"
2012,"(libertés + liberté)",0.000143356796667961,"fre_2019"
2013,"(libertés + liberté)",0.000142734417750034,"fre_2019"
2014,"(libertés + liberté)",0.000141047893131534,"fre_2019"
2015,"(libertés + liberté)",0.000140117181607431,"fre_2019"
2016,"(libertés + liberté)",0.000141216719774612,"fre_2019"
2017,"(libertés + liberté)",0.000140979080545852,"fre_2019"
2018,"(libertés + liberté)",0.000140984372774255,"fre_2019"
2019,"(libertés + liberté)",0.000139935619699827,"fre_2019"
1800,"(derechos humanos + derecho humano)",1.46381052168465e-07,"spa_2019"
1801,"(derechos humanos + derecho humano)",1.34738720447558e-07,"spa_2019"
1802,"(derechos humanos + derecho humano)",1.36507023166625e-07,"spa_2019"
1803,"(derechos humanos + derecho humano)",1.43479227483161e-07,"spa_2019"
1804,"(derechos humanos + derecho humano)",1.67142976792434e-07,"spa_2019"
1805,"(derechos humanos + derecho humano)",2.00712982488329e-07,"spa_2019"
1806,"(derechos humanos + derecho humano)",8.42919743655151e-07,"spa_2019"
1807,"(derechos humanos + derecho humano)",8.15198472027743e-07,"spa_2019"
1808,"(derechos humanos + derecho humano)",8.02602844375753e-07,"spa_2019"
1809,"(derechos humanos + derecho humano)",8.03957189583165e-07,"spa_2019"
1810,"(derechos humanos + derecho humano)",9.36999758291027e-07,"spa_2019"
1811,"(derechos humanos + derecho humano)",9.88386893092346e-07,"spa_2019"
1812,"(derechos humanos + derecho humano)",9.15739282244691e-07,"spa_2019"
1813,"(derechos humanos + derecho humano)",2.97059250848568e-07,"spa_2019"
1814,"(derechos humanos + derecho humano)",4.00454476943781e-07,"spa_2019"
1815,"(derechos humanos + derecho humano)",4.03010167460138e-07,"spa_2019"
1816,"(derechos humanos + derecho humano)",4.72275935946089e-07,"spa_2019"
1817,"(derechos humanos + derecho humano)",3.74607506665419e-07,"spa_2019"
1818,"(derechos humanos + derecho humano)",3.27769434958571e-07,"spa_2019"
1819,"(derechos humanos + derecho humano)",5.71572886544556e-07,"spa_2019"
1820,"(derechos humanos + derecho humano)",6.22699238966058e-07,"spa_2019"
1821,"(derechos humanos + derecho humano)",7.837439581136e-07,"spa_2019"
1822,"(derechos humanos + derecho humano)",8.22052152317708e-07,"spa_2019"
1823,"(derechos humanos + derecho humano)",7.78839723380997e-07,"spa_2019"
1824,"(derechos humanos + derecho humano)",7.59516450748216e-07,"spa_2019"
1825,"(derechos humanos + derecho humano)",7.49915045109414e-07,"spa_2019"
1826,"(derechos humanos + derecho humano)",6.72241341196208e-07,"spa_2019"
1827,"(derechos humanos + derecho humano)",6.23762081224706e-07,"spa_2019"
1828,"(derechos humanos + derecho humano)",3.61141383464769e-07,"spa_2019"
1829,"(derechos humanos + derecho humano)",3.45375463847323e-07,"spa_2019"
